"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"59","Tyrod Taylor","QB","BUF",307,10.9,5.48,299,325,28.3,33.8,28.1,59,55,58,17,"8",117,2.9,54
"60","Coby Fleener","TE","NO",188,9.08,6.44,178,203,26.9,37.1,24.7,60,48,62,6,"5",78.1,4.91,26
"61","DeMarco Murray","RB","TEN",195,19.5,4.09,170,222,26.5,17.1,36.6,61,74,46,17,"6",49.3,12,62
"62","Julian Edelman","WR","NE",230,17.4,1.21,202,247,23.7,17.9,20.2,62,72,65,22,"7",47.5,16.2,42
"63","Ryan Tannehill","QB","MIA",302,14.4,6.49,279,318,22.8,13.3,21.7,63,78,64,18,"8",140,2.8,57
"64","Jeremy Langford","RB","CHI",191,13.1,1.45,176,211,22.4,23.3,26.3,65,65,61,18,"6",64.6,7.92,32
"65","Jeremy Maclin","WR","KC",229,11.4,2.28,211,236,22.4,26.9,9.21,64,61,77,23,"7",50.8,12.5,1
"66","Carlos Hyde","RB","SF",189,15.8,1.94,164,205,20.9,11.2,19.8,66,80,66,19,"6",39.3,19.9,38
"67","Gary Barnidge","TE","CLE",181,6.82,4.96,174,191,20.4,32.6,13.4,67,57,74,7,"5",83.6,4.19,6
"68","Doug Baldwin","WR","SEA",226,20.2,2.3,204,257,20.2,20,30.6,68,68,53,24,"7",48,13.5,49
"69","Duke Johnson","RB","CLE",187,10.2,2.92,173,201,19,19.5,15.4,69,69,70,20,"7",88.7,5.25,14
"70","Donte Moncrief","WR","IND",224,12.1,1.24,210,240,17.9,25.8,13.7,70,62,72,25,"7",60.7,9.13,8
"71","Larry Fitzgerald","WR","ARI",223,16.3,12,202,246,16.6,18.8,19.6,71,70,67,26,"8",68.7,7.53,37
"72","Alex Smith","QB","KC",295,8.61,0.0272,284,307,16.3,18.3,9.9,72,71,76,19,"8",139,2.31,23
"73","Matt Ryan","QB","ATL",295,12.4,2.73,282,314,16.3,16.9,17.4,73,75,68,20,"8",130,3.2,51
"74","Thomas Rawls","RB","SEA",184,12.9,0.466,166,201,16.1,12.7,15.6,74,79,69,21,"7",41.8,17.6,37
"75","Giovani Bernard","RB","CIN",184,4.17,4.79,178,189,15.6,24.9,3.43,75,63,87,22,"7",80.9,5.61,1
"76","Zach Ertz","TE","PHI",176,10.9,4.58,163,192,15.5,21.9,13.8,76,67,71,8,"5",104,3.26,29
"77","Marcus Mariota","QB","TEN",293,10.7,3.12,276,303,13.6,10.3,6.64,77,81,82,21,"9",124,3.78,49
"78","Antonio Gates","TE","SD",172,6.75,6.44,165,181,10.9,23.6,2.62,78,64,88,9,"6",96.3,2.55,14
"79","Melvin Gordon","RB","SD",179,10.5,4.73,169,197,10.8,16.2,11.8,79,76,75,23,"7",72.1,6.76,28
"80","Joe Flacco","QB","BAL",289,12.1,3.3,273,304,10.5,7.36,7,80,86,81,22,"9",137,2.39,29
"81","Tom Brady","QB","NE",286,9.96,7.17,271,297,7.17,5.56,0,81,89,93,23,"10",63,10.8,14
"82","Ameer Abdullah","RB","DET",174,12.5,0.575,162,194,6.08,8.53,9.17,82,85,78,24,"7",93.7,4.16,31
"83","Jeremy Hill","RB","CIN",174,11.8,0.102,155,187,5.5,2.4,2.27,83,91,89,25,"7",51.2,11,35
"84","Rashad Jennings","RB","NYG",174,7.37,0.621,162,181,5.4,9.15,-4.45,84,82,98,26,"8",91.1,3.51,11
"85","Jonathan Stewart","RB","CAR",173,11.7,1.32,154,185,4.78,0.856,0,85,92,93,27,"8",49.1,13.8,27
"86","Kelvin Benjamin","WR","CAR",211,15.1,4.4,198,234,4.67,14.2,8.08,86,77,79,27,"8",51.3,12.6,45
"87","Jason Witten","TE","DAL",165,6.35,1.98,158,175,4.45,17.5,-2.96,87,73,97,10,"6",128,2.1,9
"88","Ryan Mathews","RB","PHI",172,13.3,1.91,156,191,3.46,2.51,5.83,88,90,83,28,"8",61.3,9.51,42
"89","Martellus Bennett","TE","NE",163,12.3,2.47,148,178,2.47,7.22,0.509,89,87,91,11,"6",121,2.2,34
"90","Frank Gore","RB","IND",170,14,1.55,152,190,1.55,-0.824,4.89,90,95,85,29,"8",82.2,4.65,44
"91","Michael Crabtree","WR","OAK",206,13.5,0.0359,193,228,0.272,8.92,1.91,91,84,90,28,"8",92.6,4.24,13
"92","Jordan Matthews","WR","PHI",206,15.1,0.236,184,226,0.236,0,-0.862,92,93,95,29,"8",81.6,6.77,34
"93","Jay Cutler","QB","CHI",279,11.7,4.29,265,296,0,0,-0.848,93,93,94,24,"10",151,2.02,37
"94","Matt Jones","RB","WAS",168,13.9,1.35,151,189,0,-1.79,4.22,93,97,86,30,"8",74.6,5.96,45
"95","Michael Floyd","WR","ARI",206,10.4,3.06,193,220,0,9.15,-6.18,93,83,100,30,"8",64.6,7.25,7
"96","Julius Thomas","TE","JAC",161,19.3,6.47,141,191,0,0,13.5,93,93,73,12,"7",97.8,2.98,54
"97","Arian Foster","RB","MIA",167,5.68,0.676,160,175,-1.35,6.79,-9.76,94,88,107,31,"8",77.1,6.22,18
"98","Charles Sims","RB","TB",166,10.6,2.44,153,183,-2.03,0,-2.47,95,93,96,32,"8",116,2.4,21
"99","Emmanuel Sanders","WR","DEN",203,24.1,8.11,170,234,-3.06,-13.9,7.94,96,108,80,31,"9",77.1,7.12,68
"100","Brock Osweiler","QB","HOU",275,25.9,32.8,234,303,-4.29,-31.3,5.81,97,119,84,25,"11",136,2.78,40
"101","Theo Riddick","RB","DET",164,15.8,1.8,143,186,-4.47,-9.67,0.42,98,100,92,33,"8",132,1.9,55
"102","T.J. Yeldon","RB","JAC",162,14.9,8.87,142,180,-6.27,-11.4,-4.79,99,103,99,34,"9",100,4.15,49
"103","Zach Miller","TE","CHI",154,14.5,3.69,139,178,-6.47,-1.39,0,100,96,93,13,"7",141,1.34,43
"104","Dwayne Allen","TE","IND",151,12.7,3.75,138,170,-10.2,-2.56,-7.67,101,98,105,14,"7",134,2.05,37
"105","Tyler Lockett","WR","SEA",195,16.6,1.4,174,218,-11.2,-9.8,-8.77,102,101,106,32,"9",87.9,5,46
"106","Marvin Jones","WR","DET",194,18.1,2.41,170,220,-12.6,-13.5,-6.39,103,107,101,33,"9",90.3,4.31,51
"107","Charles Clay","TE","BUF",147,7.34,2.49,140,160,-13.9,-0.503,-18,104,94,109,15,"8",148,1.55,31
"108","John Brown","WR","ARI",191,16,2.34,171,211,-15,-12.4,-15.6,105,105,108,34,"9",81.1,5.84,32
"109","Justin Forsett","RB","FA",153,11.4,5.14,144,167,-15.1,-8.8,-18.3,106,99,110,35,"9",112,3.14,87
"110","Eric Ebron","TE","DET",145,8.34,0.348,131,153,-16.4,-10.3,-24.6,107,102,117,16,"8",145,1.95,23
"111","Tyler Eifert","TE","CIN",144,18.9,5.9,121,171,-16.7,-19.9,-6.48,108,110,102,17,"8",91.8,6.07,80
"112","Allen Hurns","WR","JAC",189,23.5,0.147,162,226,-17.3,-21.5,0,109,112,93,35,"9",83.8,5.35,72
"113","DeSean Jackson","WR","WAS",189,15.7,8.62,165,207,-17.5,-19,-19.4,110,109,112,36,"10",87.3,4.71,39
"114","Shane Vereen","RB","NYG",148,5.83,3.89,141,157,-20.3,-11.7,-28.6,111,104,126,36,"10",151,1.4,24
"115","Jimmy Graham","TE","SEA",138,19.2,11.2,105,155,-22.6,-35.8,-23,112,125,115,18,"9",118,3,74
"116","Bilal Powell","RB","NYJ",144,20.7,2.75,126,179,-24.2,-27.5,-6.55,113,114,103,37,"10",130,1.96,65
"117","Willie Snead","WR","NO",180,8.61,0.174,171,193,-26.1,-13.1,-33.5,114,106,128,37,"10",118,2.28,3
"118","Tavon Austin","WR","LA",180,24.3,1.59,154,219,-26.3,-29.9,-7.22,115,116,104,38,"10",113,2.39,79
"119","Darren Sproles","RB","PHI",141,10.7,0.0767,126,155,-26.9,-26.7,-30,116,113,127,38,"10",138,1.51,52
"120","LeGarrette Blount","RB","NE",141,18.2,5.97,118,166,-27,-34.7,-19.5,117,123,113,39,"10",107,2.15,70
"121","Stefon Diggs","WR","MIN",178,13.9,5.07,163,200,-27.8,-21.1,-26.4,118,111,123,39,"10",114,3.06,31
"122","Sterling Shepard","WR","NYG",173,18.7,0.325,149,201,-32.9,-34.4,-25.4,119,121,118,40,"10",103,4.2,65
"123","Isaiah Crowell","RB","CLE",135,9.29,0.805,121,146,-33,-31.6,-39.4,120,120,136,40,"10",118,2.06,20
"124","Vincent Jackson","WR","TB",173,19.9,0.331,149,202,-33.2,-35,-24.1,121,124,116,41,"10",128,2.02,62
"125","Torrey Smith","WR","SF",173,14.9,2.06,149,191,-33.6,-34.7,-35.9,122,122,132,42,"10",118,2.34,63
"126","Chris Ivory","RB","JAC",135,17.7,3.47,113,159,-33.8,-40.5,-26.2,123,128,121,41,"11",89.1,3.57,56
"127","Kyle Rudolph","TE","MIN",127,15.1,0.718,112,152,-33.8,-29,-26.2,124,115,122,19,"9",147,1.33,49
"128","Jared Cook","TE","GB",126,13.2,3.18,110,143,-34.5,-30.6,-35.3,125,118,131,20,"9",137,1.82,51
"129","DeVante Parker","WR","MIA",170,13.1,3.56,153,187,-35.6,-30.2,-39,126,117,134,43,"11",105,5.12,55
"130","Blaine Gabbert","QB","SF",242,31.4,9.52,194,278,-37.1,-71.6,-18.8,127,162,111,26,"12",160,0.667,60
"131","DeAngelo Williams","RB","PIT",131,18,10.5,110,157,-37.2,-43.2,-28,128,130,125,42,"11",89.7,3.99,54
"132","Clive Walford","TE","OAK",123,13.4,8.81,102,138,-37.7,-38.8,-40.1,129,127,138,21,"10",152,1.46,40
"133","Kevin White","WR","CHI",167,18.1,2.55,140,189,-39.2,-43.5,-37.4,130,131,133,44,"11",108,4.53,61
"134","Corey Coleman","WR","CLE",164,17.6,6.34,148,191,-41.7,-36.1,-35.2,131,126,130,45,"11",123,3.14,59
"135","Jordan Cameron","TE","MIA",114,15,5.01,93.3,134,-46.5,-47.6,-43.6,132,134,142,22,"10",159,0.758,63
"136","Sam Bradford","QB","MIN",232,25.7,1.16,209,269,-46.6,-56.9,-27.8,133,138,124,27,"12",162,1.21,31
"137","James White","RB","NE",121,23.5,0.809,90.8,151,-47.7,-62.3,-34.5,134,149,129,43,"11",133,1.6,93
"138","Robert Griffin","QB","CLE",231,43,68.3,160,277,-47.8,-105,-19.8,135,217,114,28,"13",144,2.4,83
"139","Travis Benjamin","WR","SD",158,21.8,2.25,127,187,-48.1,-56.5,-39.1,136,137,135,46,"11",126,2.19,73
"140","Jay Ajayi","RB","MIA",120,20.1,4.84,92.2,144,-48.6,-60.8,-41.3,137,145,140,44,"12",106,4.26,80
"141","Kamar Aiken","WR","BAL",156,23.8,1.38,128,186,-50.3,-56,-40.3,138,136,139,47,"11",132,1.88,89
"142","Vance McDonald","TE","SF",109,13.9,0.653,97.1,132,-51.5,-43.8,-46,139,132,146,23,"10",163,0.832,69
"143","Steve Smith","WR","BAL",154,14.7,0.198,136,174,-51.7,-47.8,-52.1,140,135,159,48,"11",137,1.74,69
"144","Josh Gordon","WR","CLE",154,21.6,1.29,127,186,-51.9,-56.9,-40.1,141,139,137,49,"11",91,5.75,76
"145","Jacob Tamme","TE","ATL",109,9.59,0.589,97.9,123,-52.2,-42.9,-55.1,142,129,163,24,"10",164,0.667,57
"146","Will Tye","TE","NYG",108,29.1,1.02,78.8,152,-52.8,-62.1,-26.1,143,148,120,25,"11",166,1,97
"147","Mohamed Sanu","WR","ATL",153,15.6,1.05,137,174,-53.2,-46.9,-52,144,133,158,50,"12",143,1.7,56
"148","James Starks","RB","GB",115,16,1.57,91.9,136,-53.4,-61.1,-49.3,145,146,153,45,"12",141,1.42,68
"149","Virgil Green","TE","DEN",107,20.8,3.31,76.1,132,-53.8,-64.8,-45.7,146,153,145,26,"11",157,0.852,77
"150","Pierre Garcon","WR","WAS",152,22,2.84,121,173,-54.2,-63,-53,147,151,161,51,"12",148,1.42,77
"151","Derrick Henry","RB","TEN",113,19.4,2.95,86.2,137,-55,-66.8,-47.7,148,156,150,46,"12",95.4,4.63,77
"152","Markus Wheaton","WR","PIT",149,20.4,2.53,119,176,-57.1,-65,-50.7,149,154,155,52,"12",128,1.97,66
"153","Crockett Gillmore","TE","BAL",104,18.8,8.04,83.4,127,-57.1,-57.5,-50.9,150,140,156,27,"11",160,0.377,83
"154","Chris Thompson","RB","WAS",110,12.2,1.3,94.1,127,-57.9,-58.9,-58.3,151,142,172,47,"12",166,0.667,61
"155","Devontae Booker","RB","DEN",109,16.6,3.6,88.7,130,-59.2,-64.3,-55.2,152,152,164,48,"13",136,2.26,58
"156","Rishard Matthews","WR","TEN",146,27.6,1.01,112,183,-59.6,-71.6,-43.3,153,163,141,53,"12",153,1.66,93
"157","Mike Wallace","WR","BAL",145,18.6,0.712,121,171,-60.6,-62.6,-55.4,154,150,165,54,"12",146,1.61,75
"158","Michael Thomas","WR","NO",145,27.1,2.17,107,179,-61.3,-77.1,-47.4,155,168,149,55,"12",136,2.82,80
"159","Jerick McKinnon","RB","MIN",106,16,1.74,85.1,126,-62.8,-67.9,-59,156,159,174,49,"13",145,1.94,63
"160","Will Fuller","WR","HOU",143,25.9,1.15,104,170,-63.5,-79.4,-56.5,157,170,167,56,"12",141,2.44,94
"161","Terrance West","RB","BAL",104,37.3,0.465,65.7,159,-64.5,-87.3,-26.1,158,184,119,50,"13",150,1.48,99
"162","Devin Funchess","WR","CAR",141,28.8,0.31,103,180,-64.7,-80.4,-46.8,159,172,148,57,"12",124,2.4,86
"163","Dion Lewis","RB","NE",103,22.9,0.0145,66.9,129,-65,-86.2,-56.7,161,183,168,51,"13",127,5.23,97
"164","Javorius Allen","RB","BAL",103,9.21,0.359,93.7,117,-65,-59.4,-68.3,162,143,186,52,"13",162,1.41,51
"165","Phillip Dorsett","WR","IND",141,13.9,3.76,125,160,-65,-58.7,-66.7,160,141,183,58,"12",145,1.64,44
"166","Austin Seferian-Jenkins","TE","TB",95.8,14.1,1.26,73.1,110,-65.1,-67.7,-68.2,163,158,185,28,"12",155,1.36,66
"167","Tevin Coleman","RB","ATL",103,12.8,0.511,83.4,117,-65.4,-69.7,-68.1,164,160,184,53,"13",135,2.28,46
"168","C.J. Spiller","RB","NO",102,14.5,3.5,85.4,122,-65.9,-67.6,-63,165,157,180,54,"13",170,1.05,85
"169","Jace Amaro","TE","FA",94.5,15.3,5.29,79.6,106,-66.4,-61.3,-72.1,166,147,188,29,"12",151,1,60
"170","Tyler Boyd","WR","CIN",137,25.6,3.58,103,170,-68.7,-80.5,-56,167,173,166,59,"13",144,2.26,85
"171","Shaun Draughn","RB","SF",99,21.6,2.54,76.3,131,-69.4,-76.8,-54.1,168,167,162,55,"13",170,0.687,90
"172","Cameron Brate","TE","TB",89.2,25,2.78,58.5,125,-71.7,-82.4,-52.7,169,176,160,30,"12",177,0.757,89
"173","Spencer Ware","RB","KC",96.5,30.4,2,63.6,136,-71.9,-89.4,-49.3,170,187,154,56,"13",136,2.05,94
"174","Terrance Williams","WR","DAL",134,6.99,2.04,124,141,-72.3,-59.7,-85.3,171,144,202,60,"13",155,1.19,10
"175","DeAndre Washington","RB","OAK",94.4,21.3,1.84,69.3,123,-73.9,-83.8,-62.5,172,178,179,57,"14",138,1.77,72
"176","Robert Woods","WR","BUF",132,15.5,0.132,118,154,-74.3,-65.5,-72.4,173,155,189,61,"13",160,0.703,70
"177","Anquan Boldin","WR","DET",132,25,0.307,106,168,-74.5,-77.8,-58.8,175,169,173,62,"13",148,0.985,92
"178","Ladarius Green","TE","PIT",86.4,25.8,0.188,61.3,130,-74.5,-79.5,-47.9,174,171,151,31,"12",137,2.22,99
"179","Jesse James","TE","PIT",86.3,26.2,1.24,55,121,-74.7,-85.9,-57.3,176,182,171,32,"12",166,0.69,91
"180","Laquon Treadwell","WR","MIN",131,25.8,2.17,101,169,-74.8,-82.2,-57.2,177,175,170,63,"13",139,3.63,97
"181","Benny Cunningham","RB","LA",92.6,18.9,2.3,78.3,120,-75.8,-74.8,-65.5,178,165,182,58,"14",169,0.68,75
"182","Richard Rodgers","TE","GB",85,27.6,1.41,49.3,118,-75.9,-91.6,-60.3,179,190,175,33,"12",154,0.94,94
"183","Tajae Sharpe","WR","TEN",129,34.1,2.18,94.9,181,-77,-88.7,-45.5,180,186,144,64,"13",138,1.98,99
"184","Lance Kendricks","TE","LA",83.6,13.5,0.558,67.3,104,-77.3,-73.6,-74,181,164,192,34,"13",160,0.667,46
"185","Larry Donnell","TE","NYG",83.1,18.3,11.6,64.4,113,-77.9,-76.5,-64.7,182,166,181,35,"13",160,0.333,86
"186","Kenneth Dixon","RB","BAL",90.3,32.4,2.3,45.5,134,-78.1,-108,-51.4,183,221,157,59,"14",158,1.67,96
"187","Kenny Stills","WR","MIA",127,27.7,1.99,99.6,170,-79.1,-84.1,-56.7,184,179,169,65,"13",163,0.697,99
"188","Tim Hightower","RB","NO",88,23.7,0.888,62.2,123,-80.4,-90.9,-62.2,185,189,177,60,"14",163,0.703,89
"189","Kenny Britt","WR","LA",125,12.2,2.89,112,141,-81.1,-71.6,-85.5,186,161,204,66,"13",172,0.667,54
"190","C.J. Prosise","RB","SEA",87.1,11.5,3.46,68.6,98.7,-81.3,-84.4,-86.5,187,180,207,61,"14",158,1.68,59
"191","Chris Hogan","WR","NE",122,23.2,2.73,96.1,154,-84,-87.6,-72.7,188,185,190,67,"13",146,1.7,82
"192","Christine Michael","RB","SEA",83.7,23.3,9.89,56.4,114,-84.7,-96.6,-71.5,189,200,187,62,"15",124,1.96,92
"193","Cole Beasley","WR","DAL",119,22.1,1.67,98.7,153,-86.7,-85,-73.6,190,181,191,68,"14",160,0.42,83
"194","Ted Ginn","WR","CAR",118,13.9,0.76,101,137,-88.4,-83.1,-89.3,191,177,214,69,"14",142,1.77,58
"195","Jermaine Kearse","WR","SEA",117,20.8,3.11,87.8,140,-89.2,-95.8,-86.2,192,198,206,70,"14",171,0.77,90
"196","Darren Fells","TE","ARI",71.5,11.4,1.61,59.5,88.4,-89.4,-81.4,-89.5,193,174,215,36,"14",160,0.333,71
"197","Davante Adams","WR","GB",114,23.8,3.23,85.4,147,-92.3,-98.3,-78.9,195,202,195,71,"14",153,1.34,87
"198","Reggie Bush","RB","BUF",73.8,17,0.81,52.3,94,-94.6,-101,-91.2,199,207,224,63,"15",171,0.367,86
"199","Jordan Howard","RB","CHI",73,17.3,0.534,51.8,94.7,-95.4,-101,-90.4,200,208,221,64,"15",163,1.35,79
"200","Jamison Crowder","WR","WAS",111,25.3,0.595,79.6,142,-95.5,-104,-84.9,201,211,201,72,"14",160,0.713,96
"201","Chris Johnson","RB","ARI",72.4,21.8,0.832,50.8,105,-96,-102,-79.7,203,209,197,65,"15",146,1.6,82
"202","Ronnie Hillman","RB","FA",71.6,43,1.69,38.5,123,-96.8,-115,-62.4,205,230,178,66,"15",160,1.46,99
"203","Dexter McCluster","RB","FA",69.9,19.9,0.244,48.8,89.1,-98.5,-104,-96.1,209,212,236,67,"15",151,0.75,83
"204","KaDeem Carey","RB","CHI",69.7,18,0.541,52.3,95.1,-98.7,-101,-90.1,210,206,219,68,"15",160,0.667,76
"205","Rob Kelley","RB","WAS",69.1,14.3,2.07,52.8,86.1,-99.3,-100,-99.1,213,205,240,69,"15",165,1,48
"206","Andre Ellington","RB","ARI",67.1,8.96,1.71,57.1,79.2,-101,-96,-106,217,199,256,70,"16",173,0.703,41
"207","Paul Perkins","RB","NYG",65.3,20.9,1.93,37.3,90.9,-103,-116,-94.2,220,231,230,71,"16",163,1.33,73
"208","Mike Tolbert","RB","CAR",63.4,4.33,0.153,60.3,69.9,-105,-92.7,-115,223,193,272,72,"16",160,0.96,34
"209","Dak Prescott","QB","DAL",163,53.7,10.2,113,249,-116,-152,-48,246,408,152,29,"14",134,3.35,91
"210","Tony Romo","QB","DAL",153,65.3,10.9,47.4,202,-126,-218,-95.1,267,562,232,30,"15",130,3.08,97
"211","Carson Wentz","QB","PHI",142,83.5,19.9,34.9,251,-137,-230,-46.1,289,563,147,31,"16",173,1.92,94
"212","Case Keenum","QB","LA",122,57.5,13,53.5,201,-157,-212,-95.7,400,560,234,32,"17",160,0.667,89
